MLT_UTZTN_BSSH_SN,FRSTN_NM,CNTR_NM,CONM_NM,TPBIZ_NM,REG_DT,REG_YMD,REG_TM,REG_YR,REG_MM,REG_DAY,BDST_USG_NM,INSTL_DCLR_YMD,PFCMP_YMD,STTS_SCSN_YMD,CONM_ADDR,ROAD_NM,BLDG_NM,NLMBLT_MATRL_DSCTN,NLMBLT_INSTL_AREA,FRRST_CMDTY_NM,FRRST_INSTL_AREA,FLR_NO_NM,TRGTOBJ_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,CORP_YN,USE_YN
MU282019226648,계양소방서,효성119안전센터,대명 PC,인터넷컴퓨터게임시설제공업(PC방),20210517112952,20210517,112952,2021,05,17,,20190417,20190510,,인천광역시 계양구 작전동 ,봉오대로691번길,,타일. 유리. 콘크리트. 석고,217.0,,,1/3,,양식(옥),철근콘크리트조,,Y
MU112019798791,서초소방서,잠원119안전센터,B(비),일반음식점,20210129191355,20210129,191355,2021,01,29,근린생활시설,20190507,20190509,,서울특별시 서초구 잠원동 ,신반포로47길,,콘크리트.석고.유리.타일.철,553.0,,,지상:4층 지하:1층,보노,양식(옥),철근콘크리트조,,Y
MU262019238205,해운대소방서,우동119안전센터,예쁘다,단란주점,20210803203553,20210803,203553,2021,08,03,근린생활시설,20190227,20190328,,부산광역시 해운대구 우동 ,마린시티2로,트럼프월드마린아파트,불연재(유리.돌.석고 12.5t 등),174.0,,,30,,양식(옥),철근콘크리트조,,Y
MU412019891165,,,아우디스크린골프,가상체험체육시설(스크린골프연습장),20210810174510,20210810,174510,2021,08,10,근린생활시설,20190220,20190328,,경기도 고양시 일산서구 덕이동 ,덕이로,,석고. 방화석고. 타일. 유리,904.0,필름,151.0,0/2,돈가스빌리지(돈가스클럽) - 구)두부마을부경정현)칼국수마을동,양식(옥),철근콘크리트조,,Y
MU112017794155,강남소방서,역삼119안전센터,미사리밀빛초계국수 강남역점,일반음식점,20210204162312,20210204,162312,2021,02,04,복합건축물,20171121,20171130,,서울특별시 강남구 역삼동 ,역삼로,에스케이허브젠,석고. 유리. 타일,332.0,도료,50.0,지상:15층 지하:4층,미사리밀빛초계국수 강남역점,양식(옥),철근콘크리트조,,
MU262019239285,남부소방서,용당119안전센터,네이비스낵,일반음식점,20210830134251,20210830,134251,2021,08,30,근린생활시설,20190503,20190510,,부산광역시 남구 용호동 ,백운포로,,불연.준불연,404.0,MDF(방염필름),26.0,0/3,,양식(옥),철근콘크리트조,,Y
MU422019178590,태백소방서,황지119안전센터,아레나X PC방,인터넷컴퓨터게임시설제공업(PC방),20210312090616,20210312,090616,2021,03,12,근린생활시설,20190311,20190328,,강원도 태백시 황지동 ,황지로,,석고보드. 유리. 타일,328.0,미사용,,0/3,,양식(옥),철근콘크리트조,,Y
MU262019238499,부산진소방서,부산진 예방안전과,청춘스타복고떼창포차,일반음식점,20211117151139,20211117,151139,2021,11,17,,20190321,20190326,,부산광역시 부산진구 부전동 ,신천대로62번길,,콘크리트.타일.석고.유리,654.0,합판.목재(도료),119.0,1/7,,양식(옥),철근콘크리트조,,Y
MU422019181310,속초소방서,노학119안전센터,주식회사 라임컴퍼니 로스패밀리,일반음식점,20210408105622,20210408,105622,2021,04,08,,20190423,20190509,20210208,강원도 속초시 노학동 ,싸리재길,,석고.콘크리트.SMC.철판.타일.유리,783.0,합판+필름(28.70).합판+도료(118.89),147.0,지하1/지상3,,양식(옥),철근콘크리트조,Y,Y
MU412019891287,시흥소방서,시흥119안전센터,드럼라이브7080,단란주점,20210315092811,20210315,092811,2021,03,15,,20190325,20190328,,경기도 시흥시 정왕동 ,옥구상가4길,,방화석고보드.유리,276.0,,,0/4,,양식(옥),철골조,,Y
MU292019169618,동부소방서,대인119안전센터,코노코노 코인 노래연습장,노래연습장업,20211213135355,20211213,135355,2021,12,13,근린생활시설,20190128,20190328,,광주광역시 동구 황금동 ,중앙로160번길,,(방화)석고. 유리. 타일,789.0,방염필름,13.0,지상3/1,,양식(옥),철근콘크리트조,,Y
MU282019226617,송도소방서,신송119안전센터,4TEN PC방,인터넷컴퓨터게임시설제공업(PC방),20211019181641,20211019,181641,2021,10,19,,20190409,20190503,20211018,인천광역시 연수구 송도동 ,테크노파크로111번길,,석고보드.타일.금속.방화석고보드.유리.콘크리트,744.0,,,지하2층/지상8층,,양식(옥),철근콘크리트조,,Y
MU262019239271,남부소방서,대연119안전센터,청춘튀겨 경성부경대점,일반음식점,20211102095646,20211102,095646,2021,11,02,근린생활시설,20190423,20190509,,부산광역시 남구 대연동 ,용소로13번길,쌍둥이빌딩,불연.준불연,552.0,목재(방염도료),24.0,1/6,,양식(옥),철근콘크리트조,,Y
MU422017161669,원주소방서,흥업119안전센터,보릿고개원주시청점,일반음식점,20211115204715,20211115,204715,2021,11,15,근린생활시설,20170913,20190523,,강원도 원주시 무실동 ,로아노크로,,방화석고보드.타일.유리,525.0,,,지상2,,기타 식,철근콘크리트조,,Y
MU422019178750,평창소방서,대관령119안전센터,시인의마을,단란주점,20210601092547,20210601,092547,2021,06,01,근린생활시설,20190221,20190329,,강원도 평창군 대관령면 횡계리,대관령로,,석고보드. 유리. 타일,278.0,방염필름,20.0,0/2,,양식(옥),벽돌조,,Y
MU412019896645,하남소방서,신장119안전센터,(주)신세계푸드 데블스도어 하남점,일반음식점,20210514110342,20210514,110342,2021,05,14,근린생활시설,20190225,20190515,20210419,경기도 하남시 신장동 ,미사대로,하남스타필드,타일.석고.유리.방화석고.금속.천장석고,3962.0,합판·방염도료,227.0,지하5/지상3,,양식(옥),철골철근콘크리트조,,Y
MU272019164808,북부소방서,칠성119안전센터,베이커리칠성점,제과점,20211208225241,20211208,225241,2021,12,08,,20190501,20190513,,대구광역시 북구 칠성동2가 ,침산로,스펙트럼시티,타일.석고보드,245.0,,,5/6,,양식(옥),철골철근콘크리트조,Y,Y
MU422017162589,원주소방서,(구)원주현장대응과,홍대편의점포차,유흥주점,20211129201847,20211129,201847,2021,11,29,근린생활시설,20170922,20190523,,강원도 원주시 단계동 ,장미공원길,,콘크리트.방화석고보드,509.0,방염도료48.2㎡,,지상3,,기타 식,철근콘크리트조,,Y
MU452019142565,전주완산소방서,서부119안전센터,호가,일반음식점,20211108203844,20211108,203844,2021,11,08,,20190513,20190523,20211019,전라북도 전주시 완산구 효자동3가 ,마전3길,,콘크리트. 방화석고보드. 유리. 석고보드,586.0,합판(필름/도료),136.0,0/5,,양식(옥),철근콘크리트조,,Y
MU452019142465,전주완산소방서,효자119안전센터,짜임 코인노래연습장,노래연습장업,20211214175550,20211214,175550,2021,12,14,,20190219,20190329,20211213,전라북도 전주시 완산구 삼천동1가 ,용리로,,콘크리트. 석고보드. 유리. 방화석고보드,862.0,합판(도료),31.0,1/1,,양식(옥),철근콘크리트조,,Y
MU262018233480,금정소방서,부곡119안전센터,OX PC방 부곡동점,인터넷컴퓨터게임시설제공업(PC방),20210604163600,20210604,163600,2021,06,04,,20180405,20180418,20210604,부산광역시 금정구 부곡동 ,부곡로,도원빌딩,유리.타일.석고.콘크리트.금속,515.0,MDF(필름),38.0,1/5,OX PC방 부곡동점,양식(옥),철근콘크리트조,,Y
MU442019224531,천안서북소방서,두정119안전센터,마리노,일반음식점,20210323092007,20210323,092007,2021,03,23,,20190516,20190523,,충청남도 천안시 서북구 두정동 ,늘푸른6길,,콘크리트.타일.유리,355.0,방염필름,3.0,지하1/지상8,,양식(옥),철근콘크리트조,Y,Y
MU272019164676,달서소방서,본리119안전센터,이노스페이스 두류점,인터넷컴퓨터게임시설제공업(PC방),20210615141636,20210615,141636,2021,06,15,,20151117,20151201,,대구광역시 달서구 두류동 ,당산로40길,,방염필름,70.0,,,0/4,,양식(옥),철근콘크리트조,,Y
MU282019226384,계양소방서,계산119안전센터,돈방석 PC,인터넷컴퓨터게임시설제공업(PC방),20210901135041,20210901,135041,2021,09,01,,20190315,20190327,,인천광역시 계양구 계산동 ,계산천동로,,유리. 석고. 방화석고. 콘크리트,189.0,,,1/4,,양식(옥),철근콘크리트조,,Y
MU432019187586,동부소방서,율량안전센터,외모지상주의,일반음식점,20210705125032,20210705,125032,2021,07,05,근린생활시설,20190508,20190515,,충청북도 청주시 청원구 율량동 ,율량로202번길,,방화석고보드.유리.타일,649.0,방염필름(2.67). 방염도료(24.3),26.0,0/3,,양식(옥),철근콘크리트조,,Y
MU412019900225,고양소방서,원당119안전센터,원당숯불갈비,일반음식점,20210712102217,20210712,102217,2021,07,12,,20190403,20190513,,경기도 고양시 덕양구 주교동 ,원당로,삼성빌딩,콘크리트.타일.유리.방화석고,833.0,선처리필름.후처리(2019-15). 벽체 등,109.0,1/3,,양식(옥),철근콘크리트조,,Y
MU262019237205,중부소방서,중앙119안전센터,본가 남포동점,일반음식점,20211116112246,20211116,112246,2021,11,16,근린생활시설,20190115,20190329,,부산광역시 중구 남포동5가 ,구덕로,부산극장건물,방화석고.타일.유리.벽돌,584.0,,,6/1,,양식(옥),철골철근콘크리트조,,Y
MU262019239386,부산진소방서,부산진 예방안전과,대박2게임랜드,게임제공업,20211029135517,20211029,135517,2021,10,29,,20190404,20190418,,부산광역시 부산진구 부전동 ,새싹로8번길,,콘크리트.타일.석고,507.0,,,1/4,,양식(옥),철근콘크리트조,,Y
MU272019164803,달서소방서,본리119안전센터,도쿄마츠리 광장코아점,일반음식점,20210324170240,20210324,170240,2021,03,24,,20190306,20190319,20210217,대구광역시 달서구 두류동 ,달구벌대로344길,,방화석고. 유리. 타일 등,297.0,합판 위 방염도료,114.0,1/3,,양식(옥),철근콘크리트조,,Y
MU112019798838,구로소방서,시흥119안전센터,투썸플레이스 석수역점,휴게음식점,20210513131828,20210513,131828,2021,05,13,복합건축물,20190509,20190516,,서울특별시 금천구 시흥동 ,시흥대로,아르스파크,석고.타일.유리.금속,692.0,MDF(방염도료).방염필름,40.0,지상:5층 지하:1층,투썸플레이스 석수역점,양식(옥),철근콘크리트조,,
MU112019798830,용산소방서,현장대응단,용산장홍점,일반음식점,20210408185304,20210408,185304,2021,04,08,복합건축물,20190509,20190515,,서울특별시 용산구 한강로2가 ,한강대로,,콘크리트.석고보드.타일.유리.금속,227.0,합판(2019-74-25)호,13.0,지상:40층 지하:0층,용산장홍점,양식(옥),철골철근콘크리트조,,
MU282019226702,영종소방서,운남119안전센터,정일품쌈밥,일반음식점,20210302132914,20210302,132914,2021,03,02,근린생활시설,20190508,20190520,,인천광역시 중구 중산동 ,은하수로,,석고보드. 유리. 금속. 타일. 시멘트,442.0,,,2/10,,양식(옥),철근콘크리트조,,Y
MU442019224151,홍성소방서,내포119안전센터,내포 별밤,일반음식점,20210409100717,20210409,100717,2021,04,09,,20190501,20190510,,충청남도 홍성군 홍북읍 신경리,의향로,,콘크리트.유리.석고.벽돌,733.0,목재 방염필름,21.0,2/7,,양식(옥),철근콘크리트조,,Y
MU262019238583,해운대소방서,우동119안전센터,칠층,단란주점,20210803204339,20210803,204339,2021,08,03,위락시설,20190318,20190401,,부산광역시 해운대구 우동 ,해운대로570번길,더세일링타워,유리.타일.석고보드(12.5T).콘트리트,205.0,MDF(방염필름)/방염합판,21.0,1/10,,양식(옥),철근콘크리트조,,Y
MU422019178850,동해소방서,천곡119안전센터,대학로 PC방,인터넷컴퓨터게임시설제공업(PC방),20210716091102,20210716,091102,2021,07,16,,20190320,20190401,20210715,강원도 동해시 천곡동 ,대학로,,콘크리트.텍스.유리,260.0,,,지하1/지상7,,양식(옥),철근콘크리트조,,Y
MU482019364729,대흥119안전센터,,세븐PC존 진해여좌점,인터넷컴퓨터게임시설제공업(PC방),20211108101759,20211108,101759,2021,11,08,,20190513,20190517,,경상남도 창원시 진해구 여좌동 ,여좌로63번길,LG마트,콘크리트.유리.타일 등,423.0,목재(방염필름),16.0,1/2,,양식(옥),철근콘크리트조,,Y
MU422018166112,원주소방서,(구)원주현장대응과,강원스크린골프,,20211013204726,20211013,204726,2021,10,13,복합건축물,20180115,20190517,,강원도 원주시 단계동 ,서원대로,,유리.석고보드.콘크리트,383.0,방염필름 56.28㎡. 무대막. 카페트,,1/2,,양식(옥),철근콘크리트조,,Y
MU462019162595,고흥소방서,도양119안전센터,꿀같은 밤,일반음식점,20210823151252,20210823,151252,2021,08,23,근린생활시설,20190326,20190514,20210812,전라남도 고흥군 도양읍 봉암리,비봉로,백제약국,유리. 타일. 콘크리트,141.0,목재,63.0,0/3,미니스톱(구백제약국) - 1동,양식(옥),철근콘크리트조,,Y
MU262019238622,남부소방서,용당119안전센터,황금게임랜드,게임제공업,20211001091756,20211001,091756,2021,10,01,근린생활시설,20190328,20190401,,부산광역시 남구 용호동 ,용호로,,불연.준불연,481.0,없음,,1/2,,양식(옥),철근콘크리트조,,Y
MU112019798737,강남소방서,역삼119안전센터,투썸플레이스강남KR점,휴게음식점,20210204154501,20210204,154501,2021,02,04,업무시설,20190426,20190513,,서울특별시 강남구 역삼동 ,강남대로84길,,방화석고.유리.타일.벽돌.천정석고,684.0,필름.도료 79-241(19.5.13.),100.0,지상:15층 지하:7층,투썸플레이스강남KR점,양식(옥),철근콘크리트조,,
MU442019221311,아산소방서,모종119안전센터,리아주 스파 찜질방,목욕장(찜질방),20211008155200,20211008,155200,2021,10,08,숙박시설,20181224,20190402,,충청남도 아산시 온천동 ,충무로20번길,,콘크리트(유리). 흙벽돌,1073.0,,,1/8,호서호텔(구 W호텔) - 본관동동,양식(옥),철근콘크리트조,,Y
MU412019903186,시흥소방서,은행119안전센터,이바돔시흥은계점,일반음식점,20210121152449,20210121,152449,2021,01,21,,20190508,20190524,,경기도 시흥시 은행동 ,은계번영길,은계디스퀘어,석고보드. 유리. 타일. 방화석고. 불연재석고,792.0,방염도료,112.0,3/7,,양식(옥),철근콘크리트조,Y,Y
MU412019903185,일산소방서,중산119안전센터,PAVV PC,인터넷컴퓨터게임시설제공업(PC방),20210409132317,20210409,132317,2021,04,09,,20190522,20190524,,경기도 고양시 일산동구 중산동 ,중산로,중산프라자,석고.유리. 타일. 방화석고,277.0,선처리(방염벽지),24.0,2/5,,양식(옥),철근콘크리트조,,Y
MU262019238539,중부소방서,충무119안전센터,힐링,단란주점,20210827153823,20210827,153823,2021,08,27,근린생활시설,20190318,20190402,,부산광역시 서구 토성동4가 ,구덕로,,유리.타일.석고보드,207.0,합판.목재(mdf) - 방염필름,14.0,1/4,,양식(옥),철근콘크리트조,,Y
MU412019915983,김포소방서,119생활안전단,수락,일반음식점,20210420162451,20210420,162451,2021,04,20,복합건축물,20190906,20191017,,경기도 김포시 구래동 ,김포한강9로75번길,,석고보드. 타일,280.0, 합판(도료. 필름). 제2019-77호,34.0,3/11,두원타워(메가박스) - 메가박스동,양식(옥),철골철근콘크리트조,,Y
MU452020143301,전주덕진소방서,전미119안전센터,한마음고기,일반음식점,20210408082624,20210408,082624,2021,04,08,근린생활시설,20200420,20200424,20210407,전라북도 전주시 덕진구 송천동1가 ,솔내로,,타일. 유리. 석고보드. 콘크리트. 방화석고보드,558.0,방염필름,113.0,0/3,,양식(옥),철근콘크리트조,,Y
MU452020143328,전주덕진소방서,전미119안전센터,수라간갈비,일반음식점,20210527113202,20210527,113202,2021,05,27,근린생활시설,20200501,20200508,,전라북도 전주시 덕진구 송천동2가 ,동부대로,,콘크리트. 방화석고. 석고보드. 타일. 유리,1044.0,방염도료(기존),349.0,/2,,양식(옥),철근콘크리트조,,Y
